nome_empresa,url_site,consulta,status_execucao,mensagem_pt,trabalha_com_madeira,trabalha_com_painel_pinus,flag_painel_pinus,confianca_madeira,confianca_painel_pinus,trecho_evidencia,resumo_materiais,qtde_itens_total,qtde_itens_madeira,qtde_itens_menciona_pinus,data_coleta,tentativas,nome_empresa_limpa,nm_mun,nm_uf,nu_latitude,nu_longitude
Scp Parana Wood Industria Madereira Ltda - E-Max Capital Holding Ltda - Sao Jeronimo da Serra,https://paranawood.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site paranawood.com.br e as buscas no DuckDuckGo e Google foram bloqueadas por CAPTCHAs. Tentativas de resolver os CAPTCHAs falharam.,unknown,unknown,0,20,15,Não foi possível coletar evidências devido a falhas de acesso.,Informações não puderam ser coletadas devido a indisponibilidade do site e bloqueios por CAPTCHA.,0,0,0,2026-01-26T12:45:27.823870+00:00,Navegação direta para https://paranawood.com.br/ falhou (site indisponível).; Busca no DuckDuckGo para 'Scp Parana Wood Industria Madereira Ltda - E-Max Capital Holding Ltda - Sao Jeronimo da Serra paranawood.com.br' resultou em CAPTCHA.; Tentativa de resolver CAPTCHA no DuckDuckGo falhou.; Busca no Google para 'Scp Parana Wood Industria Madereira Ltda - E-Max Capital Holding Ltda - Sao Jeronimo da Serra' resultou em CAPTCHA.; Tentativa de interagir com checkbox 'Não sou um robô' no Google falhou.; Atualização da página de erro do Google falhou em resolver o CAPTCHA.,Scp Parana Wood Industria Madereira Ltda - E-Max Capital Holding Ltda,SAO JERONIMO DA SERRA,Paraná,-23.7234034,-50.73848043
De Toni Materiais De Construcao - Rede Bem Viver - Ampere,https://www.redebemviver.com.br,painel de madeira pinus,ERROR,Não foi possível acessar o site devido a um erro de resolução de DNS (ERR_NAME_NOT_RESOLVED).,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:45:41.624721+00:00,Navigation to https://www.redebemviver.com.br failed: ERR_NAME_NOT_RESOLVED,De Toni Materiais De Construcao - Rede Bem Viver,AMPERE,Paraná,-25.91706847,-53.47325674
Rubber Brasil Especialistas Em Pisos Emborrachados - Pinhais,https://www.rubberbrasil.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site rubberbrasil.com.br. O erro ERR_NAME_NOT_RESOLVED indica que o endereço do servidor não pôde ser encontrado. Verifique o endereço ou tente novamente mais tarde.,unknown,unknown,0,20,15,,,0,0,0,2026-01-26T12:45:57.729926+00:00,Attempted to navigate to https://www.rubberbrasil.com.br/,Rubber Brasil Especialistas Em Pisos Emborrachados,PINHAIS,Paraná,-25.44219789,-49.19919742
Gti - Curitiba,https://www.gticonsultoria.com.br/,painel de madeira pinus,ERROR,O site https://www.gticonsultoria.com.br/ não está acessível devido a um erro ERR_NAME_NOT_RESOLVED. A navegação falhou e não foi possível recarregar a página.,unknown,unknown,0,20,15,Não foi possível coletar evidências devido à indisponibilidade do site.,Não foi possível obter informações devido à indisponibilidade do site.,0,0,0,2026-01-26T12:46:13.851937+00:00,Attempted to navigate to https://www.gticonsultoria.com.br/; Reloaded the page due to site unavailability.,Gti,CURITIBA,Paraná,-25.432956,-49.27184789
Triangulo - Beneficiamentos - Curitiba,https://www.triangulo.com.br,painel de madeira pinus,ERROR,O site https://www.triangulo.com.br não está acessível. A resolução do nome do domínio falhou (ERR_NAME_NOT_RESOLVED). Não foi possível obter informações sobre os produtos.,unknown,unknown,0,20,15,Não foi possível acessar o site para coletar evidências.,Informações não disponíveis devido à indisponibilidade do site.,0,0,0,2026-01-26T12:46:30.567498+00:00,Attempted to navigate to https://www.triangulo.com.br.; Reloaded the page due to 'site unavailable' error.; The website remains inaccessible with ERR_NAME_NOT_RESOLVED.,Triangulo - Beneficiamentos,CURITIBA,Paraná,-25.432956,-49.27184789
Perkus - Maringa,https://telhasperkus.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site telhasperkus.com.br devido a um erro de resolução DNS (ERR_NAME_NOT_RESOLVED). A página não pôde ser carregada mesmo após tentar recarregar.,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:46:53.239597+00:00,Attempted to navigate to https://telhasperkus.com.br/; Reloaded the page after initial navigation failure.,Perkus,MARINGA,Paraná,-23.42228,-51.93988187
Madetam - Madeireira Tamandare Ltda - Almirante Tamandare,https://www.madetam.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site. Ocorreu um erro de resolução de DNS (ERR_NAME_NOT_RESOLVED).,unknown,unknown,0,20,15,Nenhuma evidência coletada devido à indisponibilidade do site.,Não foi possível obter informações sobre os materiais.,0,0,0,2026-01-26T12:47:07.784607+00:00,Attempted to navigate to https://www.madetam.com.br/,Madetam - Madeireira Tamandare Ltda,ALMIRANTE TAMANDARE,Paraná,-25.3133776,-49.30031982
Gold Line Ind E Com De Moveis E Estofados Ltda - Maringa,goldlinehome.com.br,painel de madeira pinus,ERROR,Não foi possível acessar o site goldlinehome.com.br. Ocorreu um erro de resolução de nome de domínio (ERR_NAME_NOT_RESOLVED).,unknown,unknown,0,20,15,,Não foi possível obter informações devido à indisponibilidade do site.,0,0,0,2026-01-26T12:47:09.242843+00:00,"Attempted to navigate to goldlinehome.com.br, but it resulted in ERR_NAME_NOT_RESOLVED.",Gold Line Ind E Com De Moveis E Estofados Ltda,MARINGA,Paraná,-23.42228,-51.93988187
Empreiteira Nobre - Imbituva,https://www.empreiteiranobre.com.br,painel de madeira pinus,ERROR,O site empreiteiranobre.com.br não pôde ser acessado devido a um erro de resolução DNS (ERR_NAME_NOT_RESOLVED). Não foi possível obter informações sobre a empresa.,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:47:23.128835+00:00,"Attempted to navigate to https://www.empreiteiranobre.com.br, but received ERR_NAME_NOT_RESOLVED.",Empreiteira Nobre,IMBITUVA,Paraná,-25.23061304,-50.59747297
Desjoyaux Piscinas Curitiba - Pinhais,https://piscinasdesjoyaux.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site. O endereço IP do servidor não pôde ser encontrado.,unknown,unknown,0,20,15,,,0,0,0,2026-01-26T12:47:53.169693+00:00,Attempted to navigate to https://piscinasdesjoyaux.com.br/,Desjoyaux Piscinas Curitiba,PINHAIS,Paraná,-25.44219789,-49.19919742
Jawal Comercio Materiais Construcao Ltda - Curitiba,https://www.jawal.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site jawal.com.br devido a um erro de resolução de DNS (ERR_NAME_NOT_RESOLVED). O site está indisponível.,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:48:18.971355+00:00,Navigation failed: https://www.jawal.com.br/ - ERR_NAME_NOT_RESOLVED,Jawal Comercio Materiais Construcao Ltda,CURITIBA,Paraná,-25.432956,-49.27184789
Geracao Comercio De Materiais Para Construcao - Colombo,https://geracaocenterlar.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site devido a um erro de resolução DNS (ERR_NAME_NOT_RESOLVED).,unknown,unknown,0,20,15,,Não foi possível obter informações sobre os materiais.,0,0,0,2026-01-26T12:48:28.302730+00:00,Attempted to navigate to https://geracaocenterlar.com.br/,Geracao Comercio De Materiais Para Construcao,COLOMBO,Paraná,-25.29434029,-49.22743798
Semasa - Curitiba,curitiba.pr.gov.br,Semasa - Curitiba,ERROR,Acesso negado ao site e falha ao contornar CAPTCHAs. Não foi possível obter as informações necessárias.,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:48:33.548025+00:00,Navigation to curitiba.pr.gov.br failed (site unavailable); Search on Duckduckgo for 'Semasa - Curitiba' resulted in an error page; Retry search on Duckduckgo failed; Search on Google for 'Semasa - Curitiba' encountered CAPTCHA; CAPTCHA verification failed multiple times; Direct navigation to curitiba.pr.gov.br resulted in 'Access Denied' page,Semasa,CURITIBA,Paraná,-25.432956,-49.27184789
Ultrapiso Industria Comercio E Importacao Ltda - Curitiba,https://ultrapiso.com.br/,painel de madeira pinus,ERROR,"Não foi possível acessar o site devido a um erro de resolução de DNS (ERR_NAME_NOT_RESOLVED), mesmo após tentativas de recarregamento.",unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:48:43.003836+00:00,Attempted to navigate to https://ultrapiso.com.br/; Reloaded the page after receiving ERR_NAME_NOT_RESOLVED,Ultrapiso Industria Comercio E Importacao Ltda,CURITIBA,Paraná,-25.432956,-49.27184789
Adr Home Center - Itapejara d'Oeste,https://adrhomecenter.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site. O endereço não foi resolvido.,unknown,unknown,0,20,15,O site adrhomecenter.com.br não pôde ser acessado devido a um erro de resolução de nome de servidor (ERR_NAME_NOT_RESOLVED).,Não foi possível acessar o site para coletar informações sobre materiais.,0,0,0,2026-01-26T12:48:44.920461+00:00,Attempted to navigate to https://adrhomecenter.com.br/,Adr Home Center,ITAPEJARA D'OESTE,Paraná,-25.97087805,-52.8139296
Chesiwood Industria Madeireira Ltda - Ventania,https://chesiwood.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site. O endereço não pôde ser resolvido.,unknown,unknown,0,20,15,,,0,0,0,2026-01-26T12:48:45.233459+00:00,Failed to navigate to https://chesiwood.com.br/ due to ERR_NAME_NOT_RESOLVED.,Chesiwood Industria Madeireira Ltda,VENTANIA,Paraná,-24.24416586,-50.24761722
Madetec Moveis Ltda - Arapongas,https://www.madetec.com.br/,painel de madeira pinus,ERROR,O site https://www.madetec.com.br/ não pôde ser acessado. Verifique o URL ou tente novamente mais tarde.,unknown,unknown,0,20,15,,,0,0,0,2026-01-26T12:48:57.241604+00:00,"Attempted to navigate to https://www.madetec.com.br/, but received ERR_NAME_NOT_RESOLVED.",Madetec Moveis Ltda,ARAPONGAS,Paraná,-23.41351653,-51.43827973
Simon Materiais De Construcao Ltda - Guarapuava,https://www.simonelectric.com,painel de madeira pinus,ERROR,Não foi possível acessar o site. O erro ERR_NAME_NOT_RESOLVED indica que o endereço do servidor não pôde ser encontrado.,unknown,unknown,0,20,15,Não foi possível coletar evidências devido à indisponibilidade do site.,Não foi possível obter informações sobre os materiais.,0,0,0,2026-01-26T12:48:57.522555+00:00,Attempted to navigate to https://www.simonelectric.com,Simon Materiais De Construcao Ltda,GUARAPUAVA,Paraná,-25.39359198,-51.46343108
Aquitem Materiais De Construcao Ltda - Realeza,http://aquitemmat.com.br/,painel de madeira pinus,ERROR,"O site não pôde ser acessado. Verifique a conexão, DNS, proxy e firewall.",unknown,unknown,0,20,15,O site aquitemmat.com.br não está acessível.,Não foi possível acessar o site para coletar informações sobre materiais.,0,0,0,2026-01-26T12:49:06.191450+00:00,Navigation failed: http://aquitemmat.com.br/,Aquitem Materiais De Construcao Ltda,REALEZA,Paraná,-25.76257995,-53.53257436
Diam Brasil Industria E Comercio De Mobiliario Publicitario E Decoracao De Pontos De Venda Ltda. - Sao Jose dos Pinhais,https://www.diaminter.com/,painel de madeira pinus,ERROR,"Não foi possível acessar o site da empresa. O erro retornado foi ERR_NAME_NOT_RESOLVED, indicando que o endereço do servidor não pôde ser encontrado.",unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,Não foi possível obter informações sobre os materiais.,0,0,0,2026-01-26T12:49:15.641698+00:00,Navigation to https://www.diaminter.com/ failed: ERR_NAME_NOT_RESOLVED,Diam Brasil Industria E Comercio De Mobiliario Publicitario E Decoracao De Pontos De Venda Ltda.,SAO JOSE DOS PINHAIS,Paraná,-25.537702,-49.20008247
Soho Ad - Medianeira,https://www.sohoad.com.br/,painel de madeira pinus,ERROR,O site não pôde ser acessado. Verifique o endereço e tente novamente.,unknown,unknown,0,20,15,,,0,0,0,2026-01-26T12:49:15.998454+00:00,Navigation failed: site unavailable at https://www.sohoad.com.br/,Soho Ad,MEDIANEIRA,Paraná,-25.2924975,-54.09178213
Jjf Scandian Pisos - Curitiba,https://curitibapisos.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site. Ocorreu um erro de resolução de DNS (ERR_NAME_NOT_RESOLVED).,unknown,unknown,0,20,15,,,0,0,0,2026-01-26T12:49:16.383595+00:00,Navigation failed: https://curitibapisos.com.br/ - ERR_NAME_NOT_RESOLVED,Jjf Scandian Pisos,CURITIBA,Paraná,-25.432956,-49.27184789
Clamom-Industria De Moveis Ltda - Curitiba,https://clamom.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site clamom.com.br. O erro 'ERR_NAME_NOT_RESOLVED' indica que o endereço do servidor não pôde ser encontrado.,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:49:37.557846+00:00,Navigation failed - site unavailable: https://clamom.com.br/,Clamom-Industria De Moveis Ltda,CURITIBA,Paraná,-25.432956,-49.27184789
Gail - Curitiba,https://gail.com.br,painel de madeira pinus,ERROR,Não foi possível acessar o site gail.com.br. Ocorreu um erro de resolução de DNS (ERR_NAME_NOT_RESOLVED).,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:49:39.241123+00:00,https://gail.com.br,Gail,CURITIBA,Paraná,-25.432956,-49.27184789
Santos Andira Industria De Moveis Ltda - Andira,https://www.santosandira.com.br/,painel de madeira pinus,ERROR,O site não pôde ser acessado devido a um erro de resolução de DNS (ERR_NAME_NOT_RESOLVED). Não foi possível coletar informações sobre os produtos ou materiais da empresa.,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:49:49.460416+00:00,Attempted to navigate to https://www.santosandira.com.br/,Santos Andira Industria De Moveis Ltda,ANDIRA,Paraná,-23.05175165,-50.2264076
Mamuth Import Export Transp - Foz do Iguacu,https://www.mamuth.com.br,painel de madeira pinus,ERROR,"O site mamuth.com.br não pôde ser acessado devido a um erro de resolução de DNS (ERR_NAME_NOT_RESOLVED). A página foi recarregada, mas o problema persiste.",unknown,unknown,0,20,15,O site está indisponível e não foi possível acessar seu conteúdo.,Não foi possível acessar o site para obter informações sobre materiais.,0,0,0,2026-01-26T12:50:06.601038+00:00,Attempted to navigate to https://www.mamuth.com.br.; Reloaded the page after initial navigation failure.; Website remains inaccessible.,Mamuth Import Export Transp,FOZ DO IGUACU,Paraná,-25.54249328,-54.58710249
Diprotec Geossinteticos Ltda - Londrina,https://www.diprotecgeo.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site. O erro ERR_NAME_NOT_RESOLVED indica que o endereço IP do servidor não pôde ser encontrado. Verifique o URL ou tente mais tarde.,unknown,unknown,0,20,15,,Não foi possível obter informações sobre os materiais devido à indisponibilidade do site.,0,0,0,2026-01-26T12:50:14.508753+00:00,Navigated to https://www.diprotecgeo.com.br/ and received ERR_NAME_NOT_RESOLVED.,Diprotec Geossinteticos Ltda,LONDRINA,Paraná,-23.312156,-51.16277342
Jm2 Comercio De Acessorios - Sabaudia,https://jm2acessorios.com.br/,painel de madeira pinus,ERROR,Não foi possível acessar o site devido a um erro de resolução DNS (ERR_NAME_NOT_RESOLVED).,unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,Não foi possível obter informações sobre os materiais.,0,0,0,2026-01-26T12:50:23.003203+00:00,Attempted to navigate to https://jm2acessorios.com.br/,Jm2 Comercio De Acessorios,SABAUDIA,Paraná,-23.31839562,-51.55670202
Moveis Albatroz - Arapongas,https://www.moveisalbatroz.com.br,painel de madeira pinus,ERROR,O site não pôde ser acessado devido a um erro de resolução de nome (ERR_NAME_NOT_RESOLVED).,unknown,unknown,0,20,15,O site moveisalbatroz.com.br não pôde ser acessado.,Não foi possível acessar o site para coletar informações sobre materiais.,0,0,0,2026-01-26T12:50:33.348917+00:00,Attempted to navigate to https://www.moveisalbatroz.com.br,Moveis Albatroz,ARAPONGAS,Paraná,-23.41351653,-51.43827973
Nival Acabamentos - Terra Rica,https://www.nivalacabamentos.com.br/,painel de madeira pinus,ERROR,"O site https://www.nivalacabamentos.com.br/ não pôde ser acessado. O erro 'ERR_NAME_NOT_RESOLVED' indica que o endereço do servidor não pôde ser encontrado. Portanto, não é possível prosseguir com a análise.",unknown,unknown,0,20,15,Sem evidência clara nos trechos visíveis.,,0,0,0,2026-01-26T12:50:44.571834+00:00,Attempted to navigate to https://www.nivalacabamentos.com.br/,Nival Acabamentos,TERRA RICA,Paraná,-22.72436497,-52.62467057
