nome_empresa,url_site,data_coleta,categoria_produto,nome_produto,material,relacionado_madeira,menciona_pinus,fonte_indicio,categoria_produto_norm,categoria_produto_grupo,material_norm,material_grupo
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Mesas & Cadeiras,"Mesa Isabela 1,00m com Cadeiras Carol","MDF, espuma D18",yes,no,"Mesa Isabela 1,00m com Cadeiras Carol",mesas & cadeiras,moveis,"mdf, espuma d18","Mdf, espuma d18"
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Mesas & Cadeiras,"Mesa Bárbara 1,80m com Cadeiras Mariah","MDF, vidro, eucalipto, espuma D18",yes,no,"Mesa Bárbara 1,80m com Cadeiras Mariah",mesas & cadeiras,moveis,"mdf, vidro, eucalipto, espuma d18","Mdf, vidro, eucalipto, espuma d18"
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Complementos,TAMPO GIRATÓRIO MELISSA,"MDF, vidro",yes,no,TAMPO GIRATÓRIO MELISSA,complementos,outros,"mdf, vidro","Mdf, vidro"
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Mesas & Cadeiras,"Mesa Barbara 1,35m x 1,35m com Cadeiras Ana","MDF, vidro",yes,no,"Mesa Barbara 1,35m x 1,35m com Cadeiras Ana",mesas & cadeiras,moveis,"mdf, vidro","Mdf, vidro"
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Mesas & Cadeiras,"mesa aurea 1,60m com Cadeiras Aurea","MDF, vidro, espuma D18",yes,no,"mesa aurea 1,60m com Cadeiras Aurea",mesas & cadeiras,moveis,"mdf, vidro, espuma d18","Mdf, vidro, espuma d18"
New Ceval - Sabaudia,https://newceval.com.br/,2026-01-26T12:42:01.262074+00:00,Mesas & Cadeiras,"Mesa Anitta 1,60m com Cadeiras Ana","MDF, vidro, espuma D18",yes,no,"Mesa Anitta 1,60m com Cadeiras Ana",mesas & cadeiras,moveis,"mdf, vidro, espuma d18","Mdf, vidro, espuma d18"
Repinho Moveis E Paineis Decorativos Ltda - Guarapuava,https://lp.repinho.ind.br/,2026-01-26T12:23:27.616942+00:00,Painel MDP,Painéis de MDP,Partículas de madeira,yes,no,Sobre o Grupo,painel mdp,moveis,particulas de madeira,Madeira
Rpcz Agro Florestal Ltda. - Tunas do Parana,https://rragroflorestal.com.br/,2026-01-26T12:29:18.429454+00:00,,"Cursos e treinamentos presencias, on line e in company envolvendo produção de mudas, silvicultura e manejo nutricional.",wood,yes,no,Services section,nan,outros,wood,Madeira
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Roupeiros,,yes,no,List item,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Búzios,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Capelinha Lyon,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Chicago,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Copacabana,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Curitiba,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Domus,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Floripa,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Itapema ll,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Londrina,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Madri,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,México Casal,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Montes Claros,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Navegantes,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Porto Bello Plus,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Santiago,Cedro e Cedro Areia,yes,no,Sub-item of Roupeiros,roupeiros,outros,cedro e cedro areia,Cedro e cedro areia
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Teresópolis,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Tokio,,yes,no,Sub-item of Roupeiros,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Multiusos,Multiusos,,yes,no,List item,multiusos,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Multiusos,Anna,,yes,no,Sub-item of Multiusos,multiusos,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Multiusos,Isabela,,yes,no,Sub-item of Multiusos,multiusos,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Multiusos,Livreira Valentina,,yes,no,Sub-item of Multiusos,multiusos,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Multiusos,Nina,,yes,no,Sub-item of Multiusos,multiusos,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Multiusos,Samanta,,yes,no,Sub-item of Multiusos,multiusos,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Mesas para computador,Mesas para computador,,yes,no,List item,mesas para computador,moveis,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Mesas para computador,Sorata,,yes,no,Sub-item of Mesas para computador,mesas para computador,moveis,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Mesas de Cabeceira,Mesas de Cabeceira,,yes,no,List item,mesas de cabeceira,moveis,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Mesas de Cabeceira,Valente,,yes,no,Sub-item of Mesas de Cabeceira,mesas de cabeceira,moveis,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Kits para Cozinhas,Kits para Cozinhas,,yes,no,List item,kits para cozinhas,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Kits para Cozinhas,Letícia,,yes,no,Sub-item of Kits para Cozinhas,kits para cozinhas,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Homes,Homes,,yes,no,List item,homes,moveis,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Homes,Veron,,yes,no,Sub-item of Homes,homes,moveis,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Cômodas,Cômodas,,yes,no,List item,comodas,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Cômodas,Athenas,,yes,no,Sub-item of Cômodas,comodas,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Cômodas,Paola,,yes,no,Sub-item of Cômodas,comodas,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Cômodas,Vitória,,yes,no,Sub-item of Cômodas,comodas,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Bancadas,Bancadas,,yes,no,List item,bancadas,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Bancadas,Maxx,,yes,no,Sub-item of Bancadas,bancadas,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Balcões Pia,Balcões Pia,,yes,no,List item,balcoes pia,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Balcões Pia,Austria,,yes,no,Sub-item of Balcões Pia,balcoes pia,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Balcões Pia,França,,yes,no,Sub-item of Balcões Pia,balcoes pia,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Balcões Pia,Maísa,,yes,no,Sub-item of Balcões Pia,balcoes pia,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Aéreo,Aéreo,,yes,no,List item,aereo,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Aéreo,Carol,,yes,no,Sub-item of Aéreo,aereo,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Roupeiro Porto Bello Plus,,yes,no,Product Name,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Roupeiro Santiago,Cedro e Cedro Areia,yes,no,Product Name,roupeiros,outros,cedro e cedro areia,Cedro e cedro areia
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Roupeiro México Casal,,yes,no,Product Name,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Multiusos,Multiuso ANNA,,yes,no,Product Name,multiusos,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Roupeiros,Roupeiro Chicago,,yes,no,Product Name,roupeiros,outros,,Não especificado
Rud Rack - Rolandia,https://rudrack.com.br/,2026-01-26T12:37:13.011858+00:00,Cômodas,Cômoda Vitória,,yes,no,Product Name,comodas,outros,,Não especificado
Theoto S A - Ponta Grossa,https://theoto.ind.br/,2026-01-26T12:24:53.130454+00:00,,Mexedor Long Drink Madeira – 50 Unid.,madeira,yes,no,Mexedor Long Drink Madeira – 50 Unid.,nan,outros,madeira,Madeira
Tom Da Cor - Pinhais,https://tomdacor.com.br/,2026-01-26T12:41:51.119796+00:00,Painéis,Painéis (MDF/MDP),MDF/MDP,yes,no,Empresa section,paineis,outros,mdf/mdp,Mdf/mdp
Tom Da Cor - Pinhais,https://tomdacor.com.br/,2026-01-26T12:41:51.119796+00:00,Laminados,Lâminados,Laminados,yes,no,Empresa section,laminados,madeira,laminados,Laminados
Industria E Comercio De Pallets Alto Piquiri Ltda - Alto Piquiri,https://servale.com.br,2026-01-26T12:41:49.374963+00:00,,MEDICAMENTOS + EQUIPAMENTOS HOSPITALARES,,no,no,servale.com.br/produtos,nan,outros,,Não especificado
Industria E Comercio De Pallets Alto Piquiri Ltda - Alto Piquiri,https://servale.com.br,2026-01-26T12:41:49.374963+00:00,,BIOMASSA,,no,no,servale.com.br/produtos,nan,outros,,Não especificado
Industria E Comercio De Pallets Alto Piquiri Ltda - Alto Piquiri,https://servale.com.br,2026-01-26T12:41:49.374963+00:00,,CHAPA DE FIBRA USADA,Chapa de Fibra,no,no,servale.com.br/produtos,nan,outros,chapa de fibra,Chapa de fibra
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS",Alice A,,no,no,"Alice A AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS","auditorios, espacos religiosos, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS",Alice B,,no,no,"Alice B AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS","auditorios, espacos religiosos, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Cadeira Empilhável Vega,,no,no,Fênix CINEMAS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,CINEMAS,Fênix,,no,no,Fênix CINEMAS,cinemas,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS",Guaíra,,no,no,"Guaíra AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS","auditorios, espacos religiosos, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,CINEMAS,Home Theater,,no,no,Home Theater CINEMAS,cinemas,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Icaraí,,no,no,Icaraí ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Icaraí Plus,,no,no,Icaraí Plus ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Icaraí Plus Assento estofado,,no,no,Icaraí Plus Assento estofado ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Icaraí Plus Estofada,,no,no,Icaraí Plus Estofada ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",Itamarati,,no,no,"Itamarati AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,CINEMAS,KAS 001 Rocker,,no,no,KAS 001 Rocker CINEMAS,cinemas,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 002 Versátile,,no,no,"KAS 002 Versátile AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 003 Ômega,,no,no,"KAS 003 Ômega AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 003 Ômega antipânico,,no,no,"KAS 003 Ômega antipânico AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 005 Sublime,,no,no,"KAS 005 Sublime AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 007 Royale,,no,no,"KAS 007 Royale AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,KAS 008 Glória Plus,,no,no,KAS 008 Glória Plus ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 009 Composité,,no,no,"KAS 009 Composité AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 010 Acústica,,no,no,"KAS 010 Acústica AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 015 Mirage,,no,no,"KAS 015 Mirage AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 018,,no,no,"KAS 018 AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 018 Slim,,no,no,"KAS 018 Slim AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,Sem categoria,KAS 019 Classic,,no,no,KAS 019 Classic Sem categoria,sem categoria,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, TEATROS",KAS 020 Duo,,no,no,"KAS 020 Duo AUDITÓRIOS, TEATROS","auditorios, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Metro A,,no,no,Metro A ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS",Metro Plus,,no,no,"Metro Plus AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS","auditorios, espacos religiosos, teatros",outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Patrícia A,,no,no,Patrícia A ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Patrícia Plus,,no,no,Patrícia Plus ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,ESPAÇOS RELIGIOSOS,Roberta,,no,no,Roberta ESPAÇOS RELIGIOSOS,espacos religiosos,outros,,Não especificado
Informobile - Curitiba,https://poltronaskastrup.com.br/,2026-01-26T12:38:10.202241+00:00,"AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS",Roberta Plus,,no,no,"Roberta Plus AUDITÓRIOS, ESPAÇOS RELIGIOSOS, TEATROS","auditorios, espacos religiosos, teatros",outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Linha Planejada,,no,no,Linha Planejada,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Kits Compactos,,no,no,Kits Compactos,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinhas Moduladas,,no,no,Cozinhas Moduladas,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Dormitório,Dormitório Modulado,,no,no,Dormitório Modulado,dormitorio,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Roupeiros,Roupeiros,,no,no,Roupeiros,roupeiros,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Aura,,no,no,Cozinha Aura,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Elegance,,no,no,Cozinha Elegance,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Lumina,,no,no,Cozinha Lumina,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Duna,,no,no,Cozinha Duna,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Art,,no,no,Cozinha Art,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Aspen,,no,no,Cozinha Aspen,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Classic,,no,no,Cozinha Classic,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Isa,,no,no,Cozinha Isa,cozinha,outros,,Não especificado
Luciane Industria Moveleira Ltda - Colombo,https://www.lucianecozinhas.com.br,2026-01-26T12:36:46.711331+00:00,Cozinha,Cozinha Isis,,no,no,Cozinha Isis,cozinha,outros,,Não especificado
